,id,updated,elanId,firstName,lastName,id_,affairId,affairTitle,date,divisionText,meaningNo,meaningYes,registrationNumber,submissionText,hasMorePages,decision
0,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,326,19980406,Assurance-maladie. Interdiction de désavantager les femmes,2004-03-08T18:05:43Z,,Antrag der Minderheit (Fasel) = Frist verlängern,Antrag der Mehrheit = Initiative abschreiben,406,,,No
1,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,413,19980451,Sites pollués par des déchets. Frais d'investigation,2004-03-18T16:51:14Z,Vote sur l'ensemble,,,526,"Loi fédérale sur la protection de l'environnement (Loi sur la protection de l'environnement, LPE)",,NT
2,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,339,19990451,Stérilisations forcées. Dédommagement des victimes,2004-03-10T12:33:02Z,Vote sur l'ensemble,,,431,Loi fédérale sur les conditions et la procédure régissant la stérilisation de personnes (Loi sur la stérilisation),,NT
3,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,340,19990451,Stérilisations forcées. Dédommagement des victimes,2004-03-10T12:34:16Z,Vote sur l'ensemble,,,432,Loi fédérale sur l'indemnisation des victimes de stérilisations et de castrations abusives,,NT
4,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,81,20000079,Loi sur l'assurance-maladie. Révision partielle (Financement des hôpitaux),2003-12-17T11:52:42Z,,Ablehnung (gemäss Antrag Guisan),Antrag der Einigungskonferenz,121,Loi fédérale sur l'assurance-maladie (LAMal),,No
5,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,36,20000405,LP. Protection des acquéreurs de bonne foi,2003-12-03T09:46:07Z,Vote sur l'ensemble,,,57,,,Yes
6,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,415,20000405,LP. Protection des acquéreurs de bonne foi,2004-03-19T08:38:16Z,Vote final,,,529,Loi fédérale sur la poursuite pour dettes et la faillite (Mention de la faillite au registre foncier). Modification,,Yes
7,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,186,20000456,Loi sur le matériel de guerre. Mines antipersonnel,2003-12-19T08:24:53Z,Vote final,,,249,Loi fédérale sur le matériel de guerre (LFMG),,Yes
8,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,187,20000459,Créances salariales en cas de faillite,2003-12-19T08:25:56Z,Vote final,,,250,Loi fédérale sur la poursuite pour dettes et la faillite (Créances salariales),,Yes
9,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,910,20000461,Révision de la législation régissant les fondations,2004-06-17T09:56:08Z,,Antrag Kiener Nellen,Antrag der Kommission,1162,Code civil suisse (Droit des fondations),,No
10,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,913,20000461,Révision de la législation régissant les fondations,2004-06-17T10:25:51Z,Vote sur l'ensemble,,,1165,Code civil suisse (Droit des fondations),,No
11,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,1139,20000461,Révision de la législation régissant les fondations,2004-10-08T08:11:54Z,Vote final,,,1442,Code civil suisse (Droit des fondations),,NT
12,2513,2022-03-09T05:17:21Z,252,Pierre-Yves,Maillard,1097,20010023,Organisation judiciaire fédérale. Révision totale,2004-10-05T12:44:14Z,,Antrag Pelli (=streichen),Antrag der Kommission,1390,Loi sur le Tribunal fédéral (LTF),,Yes
